8/14 5:7:14|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:23|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif, requestOrResponce = request
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823506
8/14 5:10:23|Utils|convertToSecond method called|time = 188710.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.10599999999999454 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:23|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif, requestOrResponce = request
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823516
8/14 5:10:23|Utils|convertToSecond method called|time = 188720.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.11599999999998545 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:23|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/splash_Findflight.gif, requestOrResponce = request
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823528
8/14 5:10:23|Utils|convertToSecond method called|time = 188732.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.1279999999999859 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823543
8/14 5:10:23|Utils|convertToSecond method called|time = 188747.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.0689999999999884 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for User event = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823543
8/14 5:10:23|Utils|convertToSecond method called|time = 188747.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823543
8/14 5:10:23|Utils|convertToSecond method called|time = 188747.0
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:23|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/continue.gif, requestOrResponce = request
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823572
8/14 5:10:23|Utils|convertToSecond method called|time = 188776.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.028999999999996362 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823582
8/14 5:10:23|Utils|convertToSecond method called|time = 188786.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.058000000000021146 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/sun_swede.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823582
8/14 5:10:23|Utils|convertToSecond method called|time = 188786.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823582
8/14 5:10:23|Utils|convertToSecond method called|time = 188786.0
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/flights.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823593
8/14 5:10:23|Utils|convertToSecond method called|time = 188797.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.08699999999998909 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/flights.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823593
8/14 5:10:23|Utils|convertToSecond method called|time = 188797.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823593
8/14 5:10:23|Utils|convertToSecond method called|time = 188797.0
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823604
8/14 5:10:23|Utils|convertToSecond method called|time = 188808.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.08699999999998909 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/home.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823604
8/14 5:10:23|Utils|convertToSecond method called|time = 188808.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823604
8/14 5:10:23|Utils|convertToSecond method called|time = 188808.0
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823616
8/14 5:10:23|Utils|convertToSecond method called|time = 188820.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.08799999999999386 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/signoff.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823616
8/14 5:10:23|Utils|convertToSecond method called|time = 188820.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823616
8/14 5:10:23|Utils|convertToSecond method called|time = 188820.0
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/splash_Findflight.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823628
8/14 5:10:23|Utils|convertToSecond method called|time = 188832.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.08799999999999386 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/Merc10-dev/images/splash_Findflight.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823628
8/14 5:10:23|Utils|convertToSecond method called|time = 188832.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823628
8/14 5:10:23|Utils|convertToSecond method called|time = 188832.0
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/Merc10-dev/images/
8/14 5:10:23|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:23|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/vep/images/velocigen.gif, requestOrResponce = request
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823757
8/14 5:10:23|Utils|convertToSecond method called|time = 188961.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time 0.1290000000000191 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/images/continue.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823808
8/14 5:10:23|Utils|convertToSecond method called|time = 189012.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.055999999999983174 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/images/continue.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823808
8/14 5:10:23|Utils|convertToSecond method called|time = 189012.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823808
8/14 5:10:23|Utils|convertToSecond method called|time = 189012.0
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/images/
8/14 5:10:23|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/vep/images/velocigen.gif, requestOrResponce = response
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823828
8/14 5:10:23|Utils|convertToSecond method called|time = 189032.0
8/14 5:10:23|Utils|isSplit|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:23|Utils|isSplit|Splitting for method GET = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:23|Utils|isSplit|Splitting for time -0.05099999999998772 = false
8/14 5:10:23|Utils|isSplit|result = false
8/14 5:10:23|Utils|isSplitForURLType|Method called.
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplitForURLType|value = false
8/14 5:10:23|Utils|isSplit|isSplitForURLType = false
8/14 5:10:23|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/tours/vep/images/velocigen.gif
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823828
8/14 5:10:23|Utils|convertToSecond method called|time = 189032.0
8/14 5:10:23|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782823828
8/14 5:10:23|Utils|convertToSecond method called|time = 189032.0
8/14 5:10:23|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/tours/vep/images/
8/14 5:10:24|ChromeBrowserNavigationListener|onFinishLoadingFrame|Method Called for URL=http://10.10.30.15:9010/cgi-bin/reservation
8/14 5:10:24|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/reservation, requestOrResponce = snapShot
8/14 5:10:24|ChromeCClickListener|addAllHTMLElementsListeners|Method Called.
8/14 5:10:24|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:24|ChromeRecordingHttpListener|dumpPostData|method called.
8/14 5:10:24|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:24|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = request
8/14 5:10:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782824183
8/14 5:10:24|Utils|convertToSecond method called|time = 189387.0
8/14 5:10:24|Utils|isSplit|Method called.
8/14 5:10:24|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:24|Utils|isSplit|Splitting for method POST = true
8/14 5:10:24|Utils|isSplit|result = true
8/14 5:10:24|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page url for ajax call or method = https://clients1.google.com/tbproxy/af/query?client=Chromium
8/14 5:10:24|ProgressBar|setVisible|Method Called. bool = false
8/14 5:10:24|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = response
8/14 5:10:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782824905
8/14 5:10:24|Utils|convertToSecond method called|time = 190109.0
8/14 5:10:24|Utils|isSplit|Method called.
8/14 5:10:24|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:24|Utils|isSplit|Splitting for method POST = true
8/14 5:10:24|Utils|isSplit|result = true
8/14 5:10:24|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for header and method = https://clients1.google.com/tbproxy/af/query?client=Chromium
8/14 5:10:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782824905
8/14 5:10:24|Utils|convertToSecond method called|time = 190109.0
8/14 5:10:24|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782824905
8/14 5:10:24|Utils|convertToSecond method called|time = 190109.0
8/14 5:10:24|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\clients1.google.com/tbproxy/af/
8/14 5:10:25|ChromeCClickListener|handleEvent|Method Called.
8/14 5:10:25|ChromeCClickListener|dumpEvent|Method Called. Event Type: com.teamdev.jxbrowser.chromium.dom.events.DOMEventType@5a5c588
 Tag Name = INPUT
8/14 5:10:25|ChromeCClickListener|addImgLinkElement|Method Called.
8/14 5:10:25|Utils|setRecordingComments|method called.
8/14 5:10:25|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit
8/14 5:10:25|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:25|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:25|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit, requestOrResponce = request
8/14 5:10:25|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782825955
8/14 5:10:25|Utils|convertToSecond method called|time = 191159.0
8/14 5:10:25|Utils|isSplit|Method called.
8/14 5:10:25|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:25|Utils|isSplit|Splitting for method GET = false
8/14 5:10:25|Utils|isSplit|result = false
8/14 5:10:25|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:25|Utils|isSplit|Splitting for time 1.049999999999983 = false
8/14 5:10:25|Utils|isSplit|result = false
8/14 5:10:25|Utils|isSplitForURLType|Method called.
8/14 5:10:25|Utils|isSplitForURLType|value = false
8/14 5:10:25|Utils|isSplitForURLType|value = false
8/14 5:10:25|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit  ===== Begin = 15657828259628/14 5:10:25|Utils|isSplit|isSplitForURLType = false

8/14 5:10:25|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page for user click = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit8/14 5:10:25|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit, requestOrResponce = snapShot

8/14 5:10:25|ProgressBar|setVisible|Method Called. bool = true
8/14 5:10:26|Utils|getURLTracker|urlString = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit, requestOrResponce = response
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826051
8/14 5:10:26|Utils|convertToSecond method called|time = 191255.0
8/14 5:10:26|Utils|isSplit|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:26|Utils|isSplit|Splitting for method GET = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for time 1.049999999999983 = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForURLType|Method called.
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplit|isSplitForURLType = false
8/14 5:10:26|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.15:9010/cgi-bin/findflight?depart=Acapulco&departDate=08-15-2019&arrive=Acapulco&returnDate=08-16-2019&numPassengers=1&seatPref=None&seatType=Coach&findFlights.x=47&findFlights.y=12&findFlights=Submit
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826051
8/14 5:10:26|Utils|convertToSecond method called|time = 191255.0
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826051
8/14 5:10:26|Utils|convertToSecond method called|time = 191255.0
8/14 5:10:26|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\HP\Desktop\recorder\scripts\default/default/hpd_ns\dump\flow\10.10.30.15_9010/cgi-bin/
8/14 5:10:26|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
8/14 5:10:26|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
8/14 5:10:26|Utils|getURLTracker|urlString = http://10.10.30.15:9010/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
8/14 5:10:26|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1565782826073
8/14 5:10:26|Utils|convertToSecond method called|time = 191277.0
8/14 5:10:26|Utils|isSplit|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for Ajax Header = false
8/14 5:10:26|Utils|isSplit|Splitting for method GET = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForTimeDiff|Method called.
8/14 5:10:26|Utils|isSplit|Splitting for time 0.02199999999999136 = false
8/14 5:10:26|Utils|isSplit|result = false
8/14 5:10:26|Utils|isSplitForURLType|Method called.
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplitForURLType|value = false
8/14 5:10:26|Utils|isSplit|isSplitForURLType = false
8/14 5:10:26|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
