6/12 1:5:10|ChromeMainFrame|createBrowserWindowWithListener|constructor called.
6/12 1:5:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:59|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/home.gif, requestOrResponce = request
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959217
6/12 1:5:59|Utils|convertToSecond method called|time = 48802.0
6/12 1:5:59|Utils|isSplit|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:59|Utils|isSplit|Splitting for method GET = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for time 0.21999999999999886 = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForURLType|Method called.
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplit|isSplitForURLType = false
6/12 1:5:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:59|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/signoff.gif, requestOrResponce = request
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959236
6/12 1:5:59|Utils|convertToSecond method called|time = 48821.0
6/12 1:5:59|Utils|isSplit|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:59|Utils|isSplit|Splitting for method GET = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for time 0.23899999999999721 = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForURLType|Method called.
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplit|isSplitForURLType = false
6/12 1:5:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:59|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/splash_Findflight.gif, requestOrResponce = request
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959257
6/12 1:5:59|Utils|convertToSecond method called|time = 48842.0
6/12 1:5:59|Utils|isSplit|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:59|Utils|isSplit|Splitting for method GET = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForTimeDiff|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for time 0.259999999999998 = false
6/12 1:5:59|Utils|isSplit|result = false
6/12 1:5:59|Utils|isSplitForURLType|Method called.
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplitForURLType|value = false
6/12 1:5:59|Utils|isSplit|isSplitForURLType = false
6/12 1:5:59|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:5:59|ChromeRecordingHttpListener|dumpPostData|method called.
6/12 1:5:59|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:5:59|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = request
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959295
6/12 1:5:59|Utils|convertToSecond method called|time = 48880.0
6/12 1:5:59|Utils|isSplit|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:59|Utils|isSplit|Splitting for method POST = true
6/12 1:5:59|Utils|isSplit|result = true
6/12 1:5:59|ChromeRecordingHttpListener|dumpRequestHeaders|Auto split page url for ajax call or method = https://clients1.google.com/tbproxy/af/query?client=Chromium
6/12 1:5:59|Utils|getURLTracker|urlString = https://clients1.google.com/tbproxy/af/query?client=Chromium, requestOrResponce = response
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959610
6/12 1:5:59|Utils|convertToSecond method called|time = 49195.0
6/12 1:5:59|Utils|isSplit|Method called.
6/12 1:5:59|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:5:59|Utils|isSplit|Splitting for method POST = true
6/12 1:5:59|Utils|isSplit|result = true
6/12 1:5:59|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split page url for header and method = https://clients1.google.com/tbproxy/af/query?client=Chromium
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959610
6/12 1:5:59|Utils|convertToSecond method called|time = 49195.0
6/12 1:5:59|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324959610
6/12 1:5:59|Utils|convertToSecond method called|time = 49195.0
6/12 1:5:59|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\clients1.google.com/tbproxy/af/
6/12 1:6:0|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
6/12 1:6:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324960855
6/12 1:6:0|Utils|convertToSecond method called|time = 50440.0
6/12 1:6:0|Utils|isSplit|Method called.
6/12 1:6:0|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:0|Utils|isSplit|Splitting for method GET = false
6/12 1:6:0|Utils|isSplit|result = false
6/12 1:6:0|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:0|Utils|isSplit|Splitting for time -0.4350000000000023 = false
6/12 1:6:0|Utils|isSplit|result = false
6/12 1:6:0|Utils|isSplitForURLType|Method called.
6/12 1:6:0|Utils|isSplitForURLType|value = false
6/12 1:6:0|Utils|isSplitForURLType|value = false
6/12 1:6:0|Utils|isSplitForURLType|value = false
6/12 1:6:0|Utils|isSplit|isSplitForURLType = false
6/12 1:6:0|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif
6/12 1:6:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324960855
6/12 1:6:0|Utils|convertToSecond method called|time = 50440.0
6/12 1:6:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324960855
6/12 1:6:0|Utils|convertToSecond method called|time = 50440.0
6/12 1:6:0|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:0|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:0|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:0|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/continue.gif, requestOrResponce = request
6/12 1:6:0|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324960966
6/12 1:6:0|Utils|convertToSecond method called|time = 50551.0
6/12 1:6:0|Utils|isSplit|Method called.
6/12 1:6:0|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:0|Utils|isSplit|Splitting for method GET = false
6/12 1:6:0|Utils|isSplit|result = false
6/12 1:6:0|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:0|Utils|isSplit|Splitting for time 0.1110000000000042 = false
6/12 1:6:0|Utils|isSplit|result = false
6/12 1:6:0|Utils|isSplitForURLType|Method called.
6/12 1:6:0|Utils|isSplitForURLType|value = false
6/12 1:6:0|Utils|isSplitForURLType|value = false
6/12 1:6:0|Utils|isSplit|isSplitForURLType = false
6/12 1:6:2|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/continue.gif, requestOrResponce = response
6/12 1:6:2|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324962710
6/12 1:6:2|Utils|convertToSecond method called|time = 52295.0
6/12 1:6:2|Utils|isSplit|Method called.
6/12 1:6:2|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:2|Utils|isSplit|Splitting for method GET = false
6/12 1:6:2|Utils|isSplit|result = false
6/12 1:6:2|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:2|Utils|isSplit|Splitting for time 0.1110000000000042 = false
6/12 1:6:2|Utils|isSplit|result = false
6/12 1:6:2|Utils|isSplitForURLType|Method called.
6/12 1:6:2|Utils|isSplitForURLType|value = false
6/12 1:6:2|Utils|isSplitForURLType|value = false
6/12 1:6:2|Utils|isSplitForURLType|value = false
6/12 1:6:2|Utils|isSplit|isSplitForURLType = false
6/12 1:6:2|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/images/continue.gif
6/12 1:6:2|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324962710
6/12 1:6:2|Utils|convertToSecond method called|time = 52295.0
6/12 1:6:2|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324962710
6/12 1:6:2|Utils|convertToSecond method called|time = 52295.0
6/12 1:6:2|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/images/
6/12 1:6:2|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:2|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:2|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/vep/images/velocigen.gif, requestOrResponce = request
6/12 1:6:2|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324962781
6/12 1:6:2|Utils|convertToSecond method called|time = 52366.0
6/12 1:6:2|Utils|isSplit|Method called.
6/12 1:6:2|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:2|Utils|isSplit|Splitting for method GET = false
6/12 1:6:2|Utils|isSplit|result = false
6/12 1:6:2|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:2|Utils|isSplit|Splitting for time 0.07099999999999795 = false
6/12 1:6:2|Utils|isSplit|result = false
6/12 1:6:2|Utils|isSplitForURLType|Method called.
6/12 1:6:2|Utils|isSplitForURLType|value = false
6/12 1:6:2|Utils|isSplitForURLType|value = false
6/12 1:6:2|Utils|isSplit|isSplitForURLType = false
6/12 1:6:4|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/vep/images/velocigen.gif, requestOrResponce = response
6/12 1:6:4|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324964892
6/12 1:6:4|Utils|convertToSecond method called|time = 54477.0
6/12 1:6:4|Utils|isSplit|Method called.
6/12 1:6:4|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:4|Utils|isSplit|Splitting for method GET = false
6/12 1:6:4|Utils|isSplit|result = false
6/12 1:6:4|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:4|Utils|isSplit|Splitting for time 0.07099999999999795 = false
6/12 1:6:4|Utils|isSplit|result = false
6/12 1:6:4|Utils|isSplitForURLType|Method called.
6/12 1:6:4|Utils|isSplitForURLType|value = false
6/12 1:6:4|Utils|isSplitForURLType|value = false
6/12 1:6:4|Utils|isSplitForURLType|value = false
6/12 1:6:4|Utils|isSplit|isSplitForURLType = false
6/12 1:6:4|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/vep/images/velocigen.gif
6/12 1:6:4|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324964892
6/12 1:6:4|Utils|convertToSecond method called|time = 54477.0
6/12 1:6:4|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324964892
6/12 1:6:4|Utils|convertToSecond method called|time = 54477.0
6/12 1:6:4|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/vep/images/
6/12 1:6:7|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif, requestOrResponce = response
6/12 1:6:7|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324967441
6/12 1:6:7|Utils|convertToSecond method called|time = 57026.0
6/12 1:6:7|Utils|isSplit|Method called.
6/12 1:6:7|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:7|Utils|isSplit|Splitting for method GET = false
6/12 1:6:7|Utils|isSplit|result = false
6/12 1:6:7|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:7|Utils|isSplit|Splitting for time -5.6939999999999955 = false
6/12 1:6:7|Utils|isSplit|result = false
6/12 1:6:7|Utils|isSplitForURLType|Method called.
6/12 1:6:7|Utils|isSplitForURLType|value = false
6/12 1:6:7|Utils|isSplitForURLType|value = false
6/12 1:6:7|Utils|isSplitForURLType|value = false
6/12 1:6:7|Utils|isSplit|isSplitForURLType = false
6/12 1:6:7|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif
6/12 1:6:7|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324967441
6/12 1:6:7|Utils|convertToSecond method called|time = 57026.0
6/12 1:6:7|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324967441
6/12 1:6:7|Utils|convertToSecond method called|time = 57026.0
6/12 1:6:7|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:11|ChromeBrowserNavigationListener|onStartLoadingFrame|Method Called for URL=http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971111
6/12 1:6:11|Utils|convertToSecond method called|time = 60696.0
6/12 1:6:11|ChromeBrowserNavigationListener|onStartLoadingFrame|Begin Loading URL == http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit  ===== Begin = 1560324971114
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit, requestOrResponce = snapShot
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false6/12 1:6:11|ProgressBar|setVisible|Method Called. bool = true

6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 3.6699999999999946 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit, requestOrResponce = response
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971224
6/12 1:6:11|Utils|convertToSecond method called|time = 60809.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 3.6699999999999946 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/cgi-bin/findflight?depart=Acapulco&departDate=06-13-2019&arrive=Acapulco&returnDate=06-14-2019&numPassengers=1&seatPref=Window&seatType=First&findFlights.x=62&findFlights.y=12&findFlights=Submit
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971224
6/12 1:6:11|Utils|convertToSecond method called|time = 60809.0
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971224
6/12 1:6:11|Utils|convertToSecond method called|time = 60809.0
6/12 1:6:11|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:11|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/cgi-bin/
6/12 1:6:11|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:11|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:11|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:11|ChromeBrowserNavigationListener|onFailLoadingFrame|Method Called. Error in loading frame
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/banner_animated.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971300
6/12 1:6:11|Utils|convertToSecond method called|time = 60885.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.07600000000000051 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971318
6/12 1:6:11|Utils|convertToSecond method called|time = 60903.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.0940000000000012 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/flights.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971336
6/12 1:6:11|Utils|convertToSecond method called|time = 60921.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.11200000000000188 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/home.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971353
6/12 1:6:11|Utils|convertToSecond method called|time = 60938.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.1290000000000049 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/signoff.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971371
6/12 1:6:11|Utils|convertToSecond method called|time = 60956.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.14700000000000557 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:11|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:11|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
6/12 1:6:11|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/images/splash_Searchresults.gif, requestOrResponce = request
6/12 1:6:11|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324971399
6/12 1:6:11|Utils|convertToSecond method called|time = 60984.0
6/12 1:6:11|Utils|isSplit|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:11|Utils|isSplit|Splitting for method GET = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:11|Utils|isSplit|Splitting for time 0.17500000000000426 = false
6/12 1:6:11|Utils|isSplit|result = false
6/12 1:6:11|Utils|isSplitForURLType|Method called.
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplitForURLType|value = false
6/12 1:6:11|Utils|isSplit|isSplitForURLType = false
6/12 1:6:14|Utils|getURLTracker|urlString = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif, requestOrResponce = response
6/12 1:6:14|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324974076
6/12 1:6:14|Utils|convertToSecond method called|time = 63661.0
6/12 1:6:14|Utils|isSplit|Method called.
6/12 1:6:14|Utils|isSplit|Splitting for Ajax Header = false
6/12 1:6:14|Utils|isSplit|Splitting for method GET = false
6/12 1:6:14|Utils|isSplit|result = false
6/12 1:6:14|Utils|isSplitForTimeDiff|Method called.
6/12 1:6:14|Utils|isSplit|Splitting for time 0.0940000000000012 = false
6/12 1:6:14|Utils|isSplit|result = false
6/12 1:6:14|Utils|isSplitForURLType|Method called.
6/12 1:6:14|Utils|isSplitForURLType|value = false
6/12 1:6:14|Utils|isSplitForURLType|value = false
6/12 1:6:14|Utils|isSplitForURLType|value = false
6/12 1:6:14|Utils|isSplit|isSplitForURLType = false
6/12 1:6:14|ChromeRecordingHttpListener|checkSplitOptionAndCaptureSnapShotForResponse|Auto split option not valid for URL = http://10.10.30.2:81/tours/Merc10-dev/images/sun_swede.gif
6/12 1:6:14|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324974076
6/12 1:6:14|Utils|convertToSecond method called|time = 63661.0
6/12 1:6:14|Utils|getRelativeTimeWithRespectOfStartRecordingTime|Method called.time stamp = 1560324974076
6/12 1:6:14|Utils|convertToSecond method called|time = 63661.0
6/12 1:6:14|ChromeRecordingHttpListener|onCompleted |Adding dump diretory with path=C:\Users\sande\Desktop\recorder\scripts\default/default/san\dump\flow\10.10.30.2_81/tours/Merc10-dev/images/
6/12 1:6:14|ChromeRecordingHttpListener|onBeforeURLRequest|method called.
6/12 1:6:14|ChromeRecordingHttpListener|dumpRequestHeaders|method called.
